line #,episode #,episode,name,line,arc #,arc
2002.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,You can inspire anybody. Just give them a dice. →,A1,Arc 1: Kraghammer and Vasselheim
2003.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,Can I inspire everyone? →,A1,Arc 1: Kraghammer and Vasselheim
2004.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,You can spend all your uses to inspire as many people as you have the uses of it. →,A1,Arc 1: Kraghammer and Vasselheim
2005.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,I still have mine that I haven't used yet. →,A1,Arc 1: Kraghammer and Vasselheim
2006.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,I'll inspire Vex and Vax and Grog. →,A1,Arc 1: Kraghammer and Vasselheim
2007.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,(singing) I think you're really handsome and nice! You're going to have inspiration dice! →,A1,Arc 1: Kraghammer and Vasselheim
2008.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,Thought you were going to have a little-- →,A1,Arc 1: Kraghammer and Vasselheim
2009.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"I know, some beautiful song for us! Wait, what for all of us? We all get a d8? →",A1,Arc 1: Kraghammer and Vasselheim
2010.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"Each of you has to have a single d8 dice, inspiration dice. The bardic inspiration is flowing through you, that you can use to add to an attack roll, not damage. →",A1,Arc 1: Kraghammer and Vasselheim
2011.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"You can add it to an attack roll, a saving throw. →",A1,Arc 1: Kraghammer and Vasselheim
2012.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,(plays tune on electric piano app) →,A1,Arc 1: Kraghammer and Vasselheim
2013.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"There you go. That's what a shawm sounds like, apparently. You can use it on attack roll, a saving throw, or an ability check. Any skill. →",A1,Arc 1: Kraghammer and Vasselheim
2014.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"Tiberius, are you going to stay where you are, are you moving anywhere? Last chance. →",A1,Arc 1: Kraghammer and Vasselheim
2015.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,Is that cover right there next to me? →,A1,Arc 1: Kraghammer and Vasselheim
2016.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,Right over here? Yeah. →,A1,Arc 1: Kraghammer and Vasselheim
2017.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,I'll get behind the cover. I'm going to peek out and I'm going to cast Blur. →,A1,Arc 1: Kraghammer and Vasselheim
2018.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"Okay, Stoneskin goes away. →",A1,Arc 1: Kraghammer and Vasselheim
2019.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,I can't do both? →,A1,Arc 1: Kraghammer and Vasselheim
2020.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,Nope. They're both concentration spells. →,A1,Arc 1: Kraghammer and Vasselheim
2021.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,"Okay, I leave Stoneskin. →",A1,Arc 1: Kraghammer and Vasselheim
2022.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"Okay, Stoneskin stays on. At which point (boom) the stone breaks through scattering across the ground. Immediately bursting through-- →",A1,Arc 1: Kraghammer and Vasselheim
2023.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,What the fuck is that? →,A1,Arc 1: Kraghammer and Vasselheim
2024.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,What is it? →,A1,Arc 1: Kraghammer and Vasselheim
2025.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"A bulbous, oversized, naga-like creature. →",A1,Arc 1: Kraghammer and Vasselheim
2026.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"You've encountered a naga before, which is a large serpentine creature with a humanoid head. However, this one is swollen, it is bulbous. The way it moves looks unnatural and it has affixed to it not one, not three, but five other different colored naga heads stitched to its body. It is a seriously terrible abomination. As it breaks through the stone, (hisses and growls) all the heads rear back. →",A1,Arc 1: Kraghammer and Vasselheim
2027.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,Do naga heads do something if you look at them? →,A1,Arc 1: Kraghammer and Vasselheim
2028.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,We're beginning back at the top of the initiative order. →,A1,Arc 1: Kraghammer and Vasselheim
2029.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,Oh shit! →,A1,Arc 1: Kraghammer and Vasselheim
2030.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"Wait! I got a question! My Hunter's Mark, can I transfer it to that thing or do I have to-- →",A1,Arc 1: Kraghammer and Vasselheim
2031.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"Correct, you can, yes. →",A1,Arc 1: Kraghammer and Vasselheim
2032.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,Because this still part of the encounter. →,A1,Arc 1: Kraghammer and Vasselheim
2033.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,Sweet! →,A1,Arc 1: Kraghammer and Vasselheim
2034.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,That is now marked with the Hunter's Mark. →,A1,Arc 1: Kraghammer and Vasselheim
2035.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"Percy, you're up first. →",A1,Arc 1: Kraghammer and Vasselheim
2036.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TALIESIN,Do I have to take new aim or can I have myself already trained on-- →,A1,Arc 1: Kraghammer and Vasselheim
2037.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"You've had a moment to train. You haven't seen the creature until it just burst out, so it would take you a round to aim. →",A1,Arc 1: Kraghammer and Vasselheim
2038.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TALIESIN,I'm taking my round to aim. →,A1,Arc 1: Kraghammer and Vasselheim
2039.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"Okay, so you're aiming. That brings us to Tiberius. →",A1,Arc 1: Kraghammer and Vasselheim
2040.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,What did you just do? →,A1,Arc 1: Kraghammer and Vasselheim
2041.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TALIESIN,I just took aim. Took aim. Just a gun. →,A1,Arc 1: Kraghammer and Vasselheim
2042.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,Did we roll initiative again? →,A1,Arc 1: Kraghammer and Vasselheim
2043.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,I'm keeping the same initiative order. →,A1,Arc 1: Kraghammer and Vasselheim
2044.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TALIESIN,"This gun doesn't do anything fancy. Just shoots really far, really hard. →",A1,Arc 1: Kraghammer and Vasselheim
2045.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,Okay! I'll do a Scorching Ray. →,A1,Arc 1: Kraghammer and Vasselheim
2046.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"Scorching Ray, all right. It makes a saving throw. It does not! Rolled a two, so full damage on it. →",A1,Arc 1: Kraghammer and Vasselheim
2047.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,"Two-- four. Let's shoot two of them right now, right, three of them? →",A1,Arc 1: Kraghammer and Vasselheim
2048.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,It's an aimed ray attack? →,A1,Arc 1: Kraghammer and Vasselheim
2049.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,Yeah. →,A1,Arc 1: Kraghammer and Vasselheim
2050.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,Then you have to roll for the attack. Roll a d20 and add your-- →,A1,Arc 1: Kraghammer and Vasselheim
2051.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,"Roll high, roll high. →",A1,Arc 1: Kraghammer and Vasselheim
2052.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,Top of your spell page. →,A1,Arc 1: Kraghammer and Vasselheim
2053.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,Oh! That's 23. →,A1,Arc 1: Kraghammer and Vasselheim
2054.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,23? 23 hits. →,A1,Arc 1: Kraghammer and Vasselheim
2055.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,"Yes, okay. Then that's 2d6. That's 12. →",A1,Arc 1: Kraghammer and Vasselheim
2056.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,12 points of damage to the naga. That brings us to-- →,A1,Arc 1: Kraghammer and Vasselheim
2057.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,"Wait. I roll for the second shot, right? →",A1,Arc 1: Kraghammer and Vasselheim
2058.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,Yeah. →,A1,Arc 1: Kraghammer and Vasselheim
2059.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,"Okay, and that's a natural 20. →",A1,Arc 1: Kraghammer and Vasselheim
2060.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,(cheering) →,A1,Arc 1: Kraghammer and Vasselheim
2061.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"Okay, so you fire one beam off and it slams into the side of one of the naga heads. The second you bring back and as you do there's a flicker of arcane instability. His arm shakes as he releases the surge of scorching energy as it blasts into the side of the naga. Also, does not make a saving throw again! Roll full damage. →",A1,Arc 1: Kraghammer and Vasselheim
2062.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,"Holy shit, Tiberius. →",A1,Arc 1: Kraghammer and Vasselheim
2063.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TALIESIN,Oh my god. →,A1,Arc 1: Kraghammer and Vasselheim
2064.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,12. →,A1,Arc 1: Kraghammer and Vasselheim
2065.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,12? →,A1,Arc 1: Kraghammer and Vasselheim
2066.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,Yeah. →,A1,Arc 1: Kraghammer and Vasselheim
2067.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,Multiplied? Or did you roll a 12? →,A1,Arc 1: Kraghammer and Vasselheim
2068.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,I rolled a 12. →,A1,Arc 1: Kraghammer and Vasselheim
2069.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,12. Times two. 24 points of damage. →,A1,Arc 1: Kraghammer and Vasselheim
2070.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,"Oh! I'm terrible at math! Stay in school, kids! →",A1,Arc 1: Kraghammer and Vasselheim
2071.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,"This is a good time to note our charity, 826LA. →",A1,Arc 1: Kraghammer and Vasselheim
2072.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,Not yet. Don't donate yet. Donate next week. →,A1,Arc 1: Kraghammer and Vasselheim
2073.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"Next week, you can donate to then. All right, so that brings us to the end of Tiberius' turn. You want to move at all, are you staying where you are? →",A1,Arc 1: Kraghammer and Vasselheim
2074.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,I'll stay right here. →,A1,Arc 1: Kraghammer and Vasselheim
2075.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"Grog and Vex, you're up. →",A1,Arc 1: Kraghammer and Vasselheim
2076.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,Ladies first. →,A1,Arc 1: Kraghammer and Vasselheim
2077.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"Oh! Me! Okay, I'm going to shoot-- oh god, I didn't realize I was going so fast. →",A1,Arc 1: Kraghammer and Vasselheim
2078.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"What did you roll for stealth, by the way? →",A1,Arc 1: Kraghammer and Vasselheim
2079.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,What? →,A1,Arc 1: Kraghammer and Vasselheim
2080.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"What did you roll for stealth, by the way? →",A1,Arc 1: Kraghammer and Vasselheim
2081.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,I rolled a 20 for stealth! →,A1,Arc 1: Kraghammer and Vasselheim
2082.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"Then yeah, he has no idea you're there. →",A1,Arc 1: Kraghammer and Vasselheim
2083.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,Sweet! →,A1,Arc 1: Kraghammer and Vasselheim
2084.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,He sees the bear going (growling). →,A1,Arc 1: Kraghammer and Vasselheim
2085.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"Okay. Trinket's going to hang out because I don't want to-- you know. I'm going to shoot Conjure Barrage. No, I'm just going to shoot him twice. →",A1,Arc 1: Kraghammer and Vasselheim
2086.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"All right, go for it! →",A1,Arc 1: Kraghammer and Vasselheim
2087.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,All right. →,A1,Arc 1: Kraghammer and Vasselheim
2088.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"Arrow once, arrow twice, Legolas style. →",A1,Arc 1: Kraghammer and Vasselheim
2089.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,I am going to do the fire arrow thingy at it. →,A1,Arc 1: Kraghammer and Vasselheim
2090.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"Okay, so using your bowstring. →",A1,Arc 1: Kraghammer and Vasselheim
2091.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"The blazing bowstring. Thank you, Tiberius! →",A1,Arc 1: Kraghammer and Vasselheim
2092.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"That he created and crafted! All right so as you pull the second arrow out you nock it. As you let it, go it bursts into flames arcing halfway through the air. →",A1,Arc 1: Kraghammer and Vasselheim
2093.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,Okay. →,A1,Arc 1: Kraghammer and Vasselheim
2094.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,What was your to hit roll on that? →,A1,Arc 1: Kraghammer and Vasselheim
2095.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,21? →,A1,Arc 1: Kraghammer and Vasselheim
2096.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,21 hits! →,A1,Arc 1: Kraghammer and Vasselheim
2097.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"Oh wait, that's four plus seven is 11. →",A1,Arc 1: Kraghammer and Vasselheim
2098.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,Don't forget your inspiration! →,A1,Arc 1: Kraghammer and Vasselheim
2099.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,Well inspiration dice is to hit. →,A1,Arc 1: Kraghammer and Vasselheim
2100.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,"Oh, okay. →",A1,Arc 1: Kraghammer and Vasselheim
2101.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,11. →,A1,Arc 1: Kraghammer and Vasselheim
2102.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,11 points of damage. →,A1,Arc 1: Kraghammer and Vasselheim
2103.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"For the first one, plus for the blazing bowstring I can turn any arrow into a flaming arrow, doing additional ten fire damage. I'll roll that right now, which is this. Which is a seven! →",A1,Arc 1: Kraghammer and Vasselheim
2104.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"An additional seven, so 18 total damage and that arrow (impact) in the side of its body. One of the serpent heads reels back from the pain. It begins snatching at where the arrow's now protruding from it, trying to break it off. →",A1,Arc 1: Kraghammer and Vasselheim
2105.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,Then I'm going to roll again! That's a 24! →,A1,Arc 1: Kraghammer and Vasselheim
2106.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"That hits, go ahead and roll damage. →",A1,Arc 1: Kraghammer and Vasselheim
2107.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,Awesome. That's an eight. →,A1,Arc 1: Kraghammer and Vasselheim
2108.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"Grog, you're on deck. →",A1,Arc 1: Kraghammer and Vasselheim
2109.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,Seven plus seven is 14! →,A1,Arc 1: Kraghammer and Vasselheim
2110.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"14 damage, all right. Both arrows sink into it. Definitely piercing through the scales a little bit, but not sticking too deeply into its body; it's definitely a hearty creature. Grog, you're up! →",A1,Arc 1: Kraghammer and Vasselheim
2111.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,"Right, I would like to run around the other side of the rock, raging, spit flying out my of my mouth! I would like to use the chain of returning, also crafted by Tiberius, attach it to the end of the greataxe, and throw it from where I am at the snake. →",A1,Arc 1: Kraghammer and Vasselheim
2112.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,Yeah! →,A1,Arc 1: Kraghammer and Vasselheim
2113.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"He comes running around, rears back, and takes his double-handed great axe and lobs it overhand. →",A1,Arc 1: Kraghammer and Vasselheim
2114.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"The chain, that's wrapped around your wrist, keeping it attached to you, in some degree. Go ahead and roll for the attack. →",A1,Arc 1: Kraghammer and Vasselheim
2115.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,"Eight, nine, 17! →",A1,Arc 1: Kraghammer and Vasselheim
2116.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,17? It just hits! →,A1,Arc 1: Kraghammer and Vasselheim
2117.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,"All right, nice. That is 15. →",A1,Arc 1: Kraghammer and Vasselheim
2118.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,15 points of damage. The axe embeds itself pretty deeply into the torso. →,A1,Arc 1: Kraghammer and Vasselheim
2119.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,Oh! I didn't do my Hunter's Mark. →,A1,Arc 1: Kraghammer and Vasselheim
2120.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,Roll Hunter's Mark damage right now. →,A1,Arc 1: Kraghammer and Vasselheim
2121.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,"Thank you, chatroom! Six! →",A1,Arc 1: Kraghammer and Vasselheim
2122.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,Six? Awesome. Six damage. All right. →,A1,Arc 1: Kraghammer and Vasselheim
2123.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,"This says, ""An athletics-strength check is required to pull the weapon free, the DC 12?"" →",A1,Arc 1: Kraghammer and Vasselheim
2124.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,Go ahead and roll an athletics check. →,A1,Arc 1: Kraghammer and Vasselheim
2125.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,12. →,A1,Arc 1: Kraghammer and Vasselheim
2126.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,Roll a d20. →,A1,Arc 1: Kraghammer and Vasselheim
2127.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,"Oh, a d20. →",A1,Arc 1: Kraghammer and Vasselheim
2128.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,It's a DC 12. →,A1,Arc 1: Kraghammer and Vasselheim
2129.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,Shit. Balls. Taint. Five. →,A1,Arc 1: Kraghammer and Vasselheim
2130.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,Plus-- →,A1,Arc 1: Kraghammer and Vasselheim
2131.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,Plus what? →,A1,Arc 1: Kraghammer and Vasselheim
2132.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,Plus your athletics! →,A1,Arc 1: Kraghammer and Vasselheim
2133.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,Oh! That's bound to be good. Seven! It's 12! →,A1,Arc 1: Kraghammer and Vasselheim
2134.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,12 is the DC! So yeah! →,A1,Arc 1: Kraghammer and Vasselheim
2135.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,(elated laughter) →,A1,Arc 1: Kraghammer and Vasselheim
2136.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"You pull back the chain and as you do, the blade is resisting, it's stuck in the torso and it actually (whoosh) and flies back, and you barely catch it. →",A1,Arc 1: Kraghammer and Vasselheim
2137.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,(nervous laughter) →,A1,Arc 1: Kraghammer and Vasselheim
2138.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,I love your joy sounds! →,A1,Arc 1: Kraghammer and Vasselheim
2139.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,Meant to do that! Meant to do that of course. →,A1,Arc 1: Kraghammer and Vasselheim
2140.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,Now it's its turn. →,A1,Arc 1: Kraghammer and Vasselheim
2141.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,Oh no! →,A1,Arc 1: Kraghammer and Vasselheim
2142.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,(bursts of wind) →,A1,Arc 1: Kraghammer and Vasselheim
2143.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,"Yeah, come on! →",A1,Arc 1: Kraghammer and Vasselheim
2144.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,SAM,"What? Why me? No, that's not me. →",A1,Arc 1: Kraghammer and Vasselheim
2145.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"For its size, when it moves, it moves in a burst of lightning energy. It's too fast for its corpulent form. →",A1,Arc 1: Kraghammer and Vasselheim
2146.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"As it goes behind to Keyleth and Tiberius, it makes an attack with each of its five heads. Two on Tiberius, three on Keyleth. Remember, you guys have Stoneskin, so I believe you have resistance against damage, right? →",A1,Arc 1: Kraghammer and Vasselheim
2147.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,"Oh yes, I do. →",A1,Arc 1: Kraghammer and Vasselheim
2148.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"All right. So. Against Keyleth, it's a natural 20. →",A1,Arc 1: Kraghammer and Vasselheim
2149.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ALL,Oh no! →,A1,Arc 1: Kraghammer and Vasselheim
2150.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"That's a 12 plus seven, that's going to be a 19 to hit? →",A1,Arc 1: Kraghammer and Vasselheim
2151.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,Yeah. →,A1,Arc 1: Kraghammer and Vasselheim
2152.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,Natural 20 again. →,A1,Arc 1: Kraghammer and Vasselheim
2153.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,What the fuck! →,A1,Arc 1: Kraghammer and Vasselheim
2154.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"Two critical hits, and a hit on you. →",A1,Arc 1: Kraghammer and Vasselheim
2155.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,TRAVIS,What is this bullshit? →,A1,Arc 1: Kraghammer and Vasselheim
2156.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"On Tiberius, that's a 22 to hit and a 13 to hit. →",A1,Arc 1: Kraghammer and Vasselheim
2157.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,ORION,"One does, one does not. →",A1,Arc 1: Kraghammer and Vasselheim
2158.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"Okay, cool. Against Keyleth, you take-- →",A1,Arc 1: Kraghammer and Vasselheim
2159.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,I'm glad I cast Stoneskin. →,A1,Arc 1: Kraghammer and Vasselheim
2160.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,I know. So you take half damage for these. →,A1,Arc 1: Kraghammer and Vasselheim
2161.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,Which is fine. →,A1,Arc 1: Kraghammer and Vasselheim
2162.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,Yeah. →,A1,Arc 1: Kraghammer and Vasselheim
2163.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"That's two plus four, that's six, damage halved, you take three damage. Oh, sorry. Three multiplied by two because it's a critical. So you take six damage from the first strike. →",A1,Arc 1: Kraghammer and Vasselheim
2164.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,LAURA,That's nothing! Six damage. →,A1,Arc 1: Kraghammer and Vasselheim
2165.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"Not too bad. You take seven damage from the second strike, and another six damage from the 3rd strike. Actually, it would have been six, four and six. Because you have resistance on the damage because of Stoneskin. →",A1,Arc 1: Kraghammer and Vasselheim
2166.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,"Six, four and six? →",A1,Arc 1: Kraghammer and Vasselheim
2167.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"Yes. However, make a constitution saving throw. As venom from the fangs of the naga begin to pulse into your bloodstream. →",A1,Arc 1: Kraghammer and Vasselheim
2168.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,I should have taken the poison resistance. He talked me out of it. →,A1,Arc 1: Kraghammer and Vasselheim
2169.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MARISHA,What am I--constitution. →,A1,Arc 1: Kraghammer and Vasselheim
2170.0,E1, Campaign 1 Episode 1 Arrival at Kraghammer ,MATT,"Yeah, constitution saving throw. →",A1,Arc 1: Kraghammer and Vasselheim
